Record Type,Federal School ID,County,District,School,Latitude,Longitude,Street Address,Street City,Street State,Street Zip,Name Classification,Spanish?,Person Occupation,notes
School,00041,Alameda,Alameda Unified,Alameda High,37.764958,-122.245935,2200 Central Ave.,Alameda,CA,94501-4406,place,n,,
School,00059,Alameda,Albany City Unified,Albany High,37.896661,-122.292572,603 Key Route Blvd.,Albany,CA,94706-1422,place,n,,
School,00432,Alameda,Berkeley Unified,Berkeley High,37.868913,-122.2712,1980 Allston Way,Berkeley,CA,94704-1463,place,n,,
School,00742,Alameda,Castro Valley Unified,Castro Valley High,37.705184,-122.078478,19400 Santa Maria Ave.,Castro Valley,CA,94546-3400,place,n,,
School,09273,Alameda,Dublin Unified,Dublin High,37.720996,-121.926391,8151 Village Pkwy.,Dublin,CA,94568-1656,place,n,,
School,14675,Alameda,Dublin Unified,Emerald High,37.708709,-121.863666,3600 Central Pkwy.,Dublin,CA,94568-7558,place,n,,
School,01426,Alameda,Emery Unified,Emery Secondary,37.835405,-122.282707,1100 Steve Dain Dr.,Emeryville,CA,94608-2908,place,n,,
School,01654,Alameda,Fremont Unified,American High,37.563645,-122.017475,36300 Fremont Blvd.,Fremont,CA,94536-3511,other,n,,
School,01672,Alameda,Fremont Unified,John F. Kennedy High,37.528399,-121.983122,39999 Blacow Rd.,Fremont,CA,94538-1913,person,n,politician,
School,01678,Alameda,Fremont Unified,Mission San Jose High,37.54504,-121.931934,41717 Palm Ave.,Fremont,CA,94539-4799,place,y,,
School,01692,Alameda,Fremont Unified,Washington High,37.552082,-121.994844,38442 Fremont Blvd.,Fremont,CA,94536-6031,person,n,politician,
School,02116,Alameda,Hayward Unified,Hayward High,37.672677,-122.069923,1633 East Ave.,Hayward,CA,94541-5314,place,n,,
School,02124,Alameda,Hayward Unified,Mt. Eden High,37.625313,-122.090566,2300 Panama St.,Hayward,CA,94545-4662,place,n,,
School,02135,Alameda,Hayward Unified,Tennyson High,37.642546,-122.065969,27035 Whitman Rd.,Hayward,CA,94544-4099,person,n,writer,
School,02626,Alameda,Livermore Valley Joint Unified,Granada High,37.675206,-121.789841,400 Wall St.,Livermore,CA,94550-4066,other,y,,
School,02630,Alameda,Livermore Valley Joint Unified,Livermore High,37.680526,-121.76173,600 Maple St.,Livermore,CA,94550-3298,place,n,,
School,04072,Alameda,New Haven Unified,James Logan High,37.592494,-122.02604,1800 H St.,Union City,CA,94587-3321,person,n,explorer,
School,04085,Alameda,Newark Unified,Newark Memorial High,37.522095,-122.001754,39375 Cedar Blvd.,Newark,CA,94560-5007,place,n,,
School,12992,Alameda,Oakland Unified,Castlemont High,37.759536,-122.162913,8601 MacArthur Blvd.,Oakland,CA,94605-4037,other,n,,
School,13062,Alameda,Oakland Unified,Fremont High,37.7744,-122.209724,4610 Foothill Blvd.,Oakland,CA,94601-4618,place,n,,
School,11555,Alameda,Oakland Unified,McClymonds High,37.817864,-122.278634,2607 Myrtle St.,Oakland,CA,94607-3415,person,n,school leadership,
School,04304,Alameda,Oakland Unified,Oakland High,37.80529,-122.236526,1023 MacArthur Blvd.,Oakland,CA,94610-3930,place,n,,
School,04305,Alameda,Oakland Unified,Oakland Technical High,37.831725,-122.254136,4351 Broadway,Oakland,CA,94611-4612,place,n,,
School,04315,Alameda,Oakland Unified,Skyline High,37.797495,-122.163608,12250 Skyline Blvd.,Oakland,CA,94619-2425,other,n,,
School,04731,Alameda,Piedmont City Unified,Piedmont High,37.823674,-122.232904,800 Magnolia Ave.,Piedmont,CA,94611-4029,place,n,,
School,05842,Alameda,San Leandro Unified,San Leandro High,37.717128,-122.142565,2200 Bancroft Ave.,San Leandro,CA,94577-6108,place,y,,
School,08786,Amador,Amador County Unified,Amador High,38.398775,-120.809703,330 Spanish St.,Sutter Creek,CA,95685-9701,place,n,,
School,08787,Amador,Amador County Unified,Argonaut High,38.353826,-120.791777,501 Argonaut Ln.,Jackson,CA,95642-2020,other,n,,
School,00486,Butte,Biggs Unified,Biggs High,39.416091,-121.706425,3046 Second St.,Biggs,CA,95917-9732,place,n,,
School,00815,Butte,Chico Unified,Chico High,39.735929,-121.844528,901 Esplanade,Chico,CA,95926-3908,place,y,,
School,00827,Butte,Chico Unified,Pleasant Valley High,39.76116,-121.817136,1475 East Ave.,Chico,CA,95926-1699,place,n,,
School,01296,Butte,Durham Unified,Durham High,39.646267,-121.803146,9455 Putney Dr.,Durham,CA,95938-9426,place,n,,
School,02016,Butte,Gridley Unified,Gridley High,39.367009,-121.684306,300 East Spruce St.,Gridley,CA,95948-2235,place,n,,
School,04495,Butte,Oroville Union High,Las Plumas High,39.480408,-121.541009,2380 Las Plumas Ave.,Oroville,CA,95966-7305,other,y,,
School,04496,Butte,Oroville Union High,Oroville High,39.514321,-121.545915,1535 Bridge St.,Oroville,CA,95966-5060,place,n,,
School,04640,Butte,Paradise Unified,Paradise Senior High,39.760995,-121.613306,5911 Maxwell Dr.,Paradise,CA,95969-4023,place,n,,
School,00537,Calaveras,Bret Harte Union High,Bret Harte Union High,38.081079,-120.551827,364 Murphys Grade Rd.,Angels Camp,CA,95221-0208,person,n,writer,
School,00625,Calaveras,Calaveras Unified,Calaveras High,38.200477,-120.683822,350 High School St.,San Andreas,CA,95249-0607,place,y,,
School,00966,Colusa,Colusa Unified,Colusa High,39.2008,-122.0207,901 Colus Ave.,Colusa,CA,95932-3024,place,n,,
School,03642,Colusa,Maxwell Unified,Maxwell Sr High,39.2762,-122.20354,515 Oak St.,Maxwell,CA,95955-0788,place,n,,
School,04736,Colusa,Pierce Joint Unified,Pierce High,39.009385,-122.055999,960 Wildwood Rd.,Arbuckle,CA,95912-9714,person,n,founder,
School,06964,Colusa,Williams Unified,Williams Junior/Senior High,39.156417,-122.158413,260 11th St.,Williams,CA,95987,person,n,school leadership,
School,00032,Contra Costa,Acalanes Union High,Acalanes High,37.904313,-122.099067,1200 Pleasant Hill Rd.,Lafayette,CA,94549-2623,place,y,,
School,00033,Contra Costa,Acalanes Union High,Campolindo High,37.863519,-122.124644,300 Moraga Rd.,Moraga,CA,94556-2402,other,y,,
School,00035,Contra Costa,Acalanes Union High,Las Lomas High,37.890139,-122.057411,1460 South Main St.,Walnut Creek,CA,94596-5319,other,y,,
School,00036,Contra Costa,Acalanes Union High,Miramonte High,37.842329,-122.144381,750 Moraga Way,Orinda,CA,94563-4330,other,y,,
School,02302,Contra Costa,John Swett Unified,John Swett High,38.052381,-122.221052,1098 Pomona St.,Crockett,CA,94525-1426,person,n,school leadership,
School,05726,Contra Costa,Liberty Union High,Freedom High,37.969082,-121.715755,1050 Neroly Rd.,Oakley,CA,94561-3843,other,n,,
School,10755,Contra Costa,Liberty Union High,Heritage High,37.925177,-121.752512,101 American Ave.,Brentwood,CA,94513-4604,other,n,,
School,02573,Contra Costa,Liberty Union High,Liberty High,37.934897,-121.695103,850 Second St.,Brentwood,CA,94513-1132,other,n,,
School,03612,Contra Costa,Martinez Unified,Alhambra Senior High,38.002496,-122.133716,150 E St.,Martinez,CA,94553-3139,place,n,,
School,03941,Contra Costa,Mt. Diablo Unified,College Park High,37.965869,-122.071853,201 Viking Dr.,Pleasant Hill,CA,94523-1809,place,n,,
School,03942,Contra Costa,Mt. Diablo Unified,Concord High,37.976475,-121.988602,4200 Concord Blvd.,Concord,CA,94521-1059,place,n,,
School,03960,Contra Costa,Mt. Diablo Unified,Mt. Diablo High,37.98288,-122.036315,2450 Grant St.,Concord,CA,94520-2251,other,y,,
School,03961,Contra Costa,Mt. Diablo Unified,Northgate High,37.910096,-122.006989,425 Castle Rock Rd.,Walnut Creek,CA,94598-4599,place,n,,
School,03986,Contra Costa,Mt. Diablo Unified,Ygnacio Valley High,37.936674,-122.023256,755 Oak Grove Rd.,Concord,CA,94518-2899,place,y,,
School,04752,Contra Costa,Pittsburg Unified,Pittsburg Senior High,38.019548,-121.881372,1750 Harbor St.,Pittsburg,CA,94565-4615,place,n,,
School,05943,Contra Costa,San Ramon Valley Unified,California High,37.747296,-121.947585,9870 Broadmoor Dr.,San Ramon,CA,94583-2942,place,n,,
School,11990,Contra Costa,San Ramon Valley Unified,Dougherty Valley High,37.767646,-121.902297,10550 Albion Rd.,San Ramon,CA,94582-2901,person,n,politician,
School,05952,Contra Costa,San Ramon Valley Unified,Monte Vista High,37.844787,-121.982314,3131 Stone Valley Rd.,Danville,CA,94526-1129,other,n,,
School,05957,Contra Costa,San Ramon Valley Unified,San Ramon Valley High,37.826715,-122.005324,501 Danville Blvd.,Danville,CA,94526-2404,place,y,,
School,05018,Contra Costa,West Contra Costa Unified,De Anza High,37.967737,-122.285098,5000 Valley View Rd.,Richmond,CA,94803-2599,person,y,explorer,
School,05022,Contra Costa,West Contra Costa Unified,El Cerrito High,37.906601,-122.294844,540 Ashbury Ave.,El Cerrito,CA,94530-3299,other,y,,
School,08691,Contra Costa,West Contra Costa Unified,Hercules High,37.99974,-122.251976,1900 Refugio Valley Rd.,Hercules,CA,94547-1554,place,n,,
School,05037,Contra Costa,West Contra Costa Unified,John F. Kennedy High,37.925364,-122.329315,4300 Cutting Blvd.,Richmond,CA,94804-3399,person,n,politician,
School,09622,Contra Costa,West Contra Costa Unified,Middle College High,37.968886,-122.342159,2600 Mission Bell Dr.,San Pablo,CA,94806-3195,other,n,,
School,05052,Contra Costa,West Contra Costa Unified,Pinole Valley High,37.990205,-122.285111,2900 Pinole Valley Rd.,Pinole,CA,94564-1499,place,n,,
School,05055,Contra Costa,West Contra Costa Unified,Richmond High,37.951989,-122.347391,1250 23rd St.,Richmond,CA,94804-1091,place,n,,
School,01193,Del Norte,Del Norte County Unified,Del Norte High,41.767313,-124.209132,1301 El Dorado St.,Crescent City,CA,95531-2110,place,y,,
School,00495,El Dorado,Black Oak Mine Unified,Golden Sierra Junior Senior High,38.848227,-120.858182,5101 Garden Valley Rd.,Garden Valley,CA,95633-0175,other,y,,
School,01342,El Dorado,El Dorado Union High,El Dorado High,38.732336,-120.812749,561 Canal St.,Placerville,CA,95667-4312,place,y,,
School,07279,El Dorado,El Dorado Union High,Oak Ridge High,38.681693,-121.070674,1120 Harvard Way,El Dorado Hills,CA,95762-4324,place,n,,
School,01344,El Dorado,El Dorado Union High,Ponderosa High,38.673083,-120.943183,3661 Ponderosa Rd.,Shingle Springs,CA,95682-9435,other,n,,
School,07957,El Dorado,El Dorado Union High,Union Mine High,38.681607,-120.838276,6530 Koki Ln.,El Dorado,CA,95623-4328,other,n,,
School,02481,El Dorado,Lake Tahoe Unified,South Tahoe High,38.907361,-120.012615,1735 Lake Tahoe Blvd.,South Lake Tahoe,CA,96150-3718,place,n,,
School,00731,Fresno,Caruthers Unified,Caruthers High,36.538216,-119.838447,2580 West Tahoe Ave.,Caruthers,CA,93609-0545,place,n,,
School,05777,Fresno,Central Unified,Central East High,36.787386,-119.880383,3535 North Cornelia Ave.,Fresno,CA,93722-7020,other,n,,
School,14556,Fresno,Central Unified,Central High,36.766323,-119.971885,2045 North Dickenson Ave.,Fresno,CA,93722-9643,other,n,,
School,14570,Fresno,Central Unified,Justin Garza High,36.79501,-119.916452,4100 North Grantland Ave.,Fresno,CA,93723-9236,person,y,school leadership,
School,00367,Fresno,Clovis Unified,Buchanan High,36.857338,-119.713178,1560 North Minnewawa Ave.,Clovis,CA,93611-7698,person,n,school leadership,
School,07959,Fresno,Clovis Unified,Clovis East High,36.797552,-119.63892,2940 Leonard Ave.,Clovis,CA,93611-8474,place,n,,
School,00904,Fresno,Clovis Unified,Clovis High,36.818233,-119.681832,1055 Fowler Ave.,Clovis,CA,93611-2062,place,n,,
School,11855,Fresno,Clovis Unified,Clovis North High,36.89069,-119.73344,2770 East International Ave.,Fresno,CA,93730-5400,place,n,,
School,00906,Fresno,Clovis Unified,Clovis West High,36.859235,-119.763565,1070 East Teague Ave.,Fresno,CA,93720-1899,place,n,,
School,00933,Fresno,Coalinga-Huron Unified,Coalinga High,36.144332,-120.363274,750 Van Ness Ave.,Coalinga,CA,93210-1541,place,n,,
School,01561,Fresno,Firebaugh-Las Deltas Unified,Firebaugh High,36.844555,-120.444479,1976 Morris Kyle Dr.,Firebaugh,CA,93622-9711,place,n,,
School,01638,Fresno,Fowler Unified,Fowler High,36.633092,-119.672689,701 East Main St.,Fowler,CA,93625-2423,place,n,,
School,01711,Fresno,Fresno Unified,Bullard High,36.81715,-119.81057,5445 North Palm Ave.,Fresno,CA,93704-1941,person,n,civil servant,
School,01737,Fresno,Fresno Unified,Herbert Hoover High,36.81751,-119.772203,5550 North First St.,Fresno,CA,93710-6201,person,n,politician,
School,07963,Fresno,Fresno Unified,Sunnyside High,36.733718,-119.718325,1019 South Peach Ave.,Fresno,CA,93727-4889,place,n,,
School,10214,Fresno,Golden Plains Unified,Tranquillity High,36.645943,-120.254345,6052 Juanche St.,Tranquillity,CA,93668,place,n,,
School,08866,Fresno,Kerman Unified,Kerman High,36.731938,-120.064854,205 South First St.,Kerman,CA,93630-1001,place,n,,
School,10782,Fresno,Kings Canyon Joint Unified,Orange Cove High,36.617653,-119.322746,1700 Anchor Ave.,Orange Cove,CA,93646-2374,place,n,,
School,02374,Fresno,Kings Canyon Joint Unified,Reedley High,36.600659,-119.455833,740 West North Ave.,Reedley,CA,93654-2418,place,n,,
School,02383,Fresno,Kingsburg Joint Union High,Kingsburg High,36.517915,-119.5478,1900 18th Ave.,Kingsburg,CA,93631-1629,place,n,,
School,02537,Fresno,Laton Joint Unified,Laton High,36.435255,-119.682693,6449 DeWoody,Laton,CA,93242-0248,place,n,,
School,00395,Fresno,Mendota Unified,Mendota High,36.749346,-120.377039,1200 Belmont Ave.,Mendota,CA,93640,place,n,,
School,04657,Fresno,Parlier Unified,Parlier High,36.61431,-119.525394,603 Third St.,Parlier,CA,93648-2028,place,n,,
School,05120,Fresno,Riverdale Joint Unified,Riverdale High,36.430885,-119.855019,3086 West Mt. Whitney Ave.,Riverdale,CA,93656-0726,place,n,,
School,05978,Fresno,Sanger Unified,Sanger High,36.720493,-119.574112,1045 Bethel Ave.,Sanger,CA,93657-2985,place,n,,
School,14604,Fresno,Sanger Unified,Sanger West High,36.710999,-119.681184,1760 South Fowler,Fresno,CA,93727,place,n,,
School,06188,Fresno,Selma Unified,Selma High,36.580899,-119.6152,3125 Wright St.,Selma,CA,93662-2429,place,n,,
School,00401,Fresno,Sierra Unified,Sierra High,37.035482,-119.454267,33326 Lodge Rd.,Tollhouse,CA,93667-9644,other,y,,
School,06864,Fresno,Washington Unified,Washington High,36.648148,-119.790913,6041 South Elm Ave.,Fresno,CA,93706-6018,person,n,politician,
School,02078,Glenn,Hamilton Unified,Hamilton High,39.745455,-122.019033,620 Canal St.,Hamilton City,CA,95951-0488,person,n,politician,
School,07090,Glenn,Orland Joint Unified,Orland High,39.750985,-122.190177,101 Shasta St.,Orland,CA,95963-1426,place,n,,
School,04902,Glenn,Princeton Joint Unified,Princeton High,39.401181,-122.011864,473 State St.,Princeton,CA,95970,place,n,,
School,06441,Glenn,Stony Creek Joint Unified,Elk Creek High,39.627986,-122.598076,3430 County Rd. 309,Elk Creek,CA,95939-9708,place,n,,
School,06978,Glenn,Willows Unified,Willows High,39.521844,-122.201068,203 North Murdock Ave.,Willows,CA,95988-2706,place,n,,
School,01477,Humboldt,Eureka City Schools,Eureka Senior High,40.790302,-124.158875,1915 J St.,Eureka,CA,95501-3052,place,n,,
School,01551,Humboldt,Ferndale Unified,Ferndale High,40.578792,-124.261401,1231 Main St.,Ferndale,CA,95536-9416,place,n,,
School,02390,Humboldt,Klamath-Trinity Joint Unified,Hoopa Valley High,41.049311,-123.675611,11400 State Highway 96,Hoopa,CA,95546-9745,place,n,,
School,01994,Humboldt,Mattole Unified,Mattole Triple Junction High,40.321293,-124.272968,29289 Chambers Rd.,Petrolia,CA,95558,other,n,,
School,00238,Humboldt,Northern Humboldt Union High,Arcata High,40.875686,-124.089911,1720 M St.,Arcata,CA,95521-5741,place,n,,
School,00239,Humboldt,Northern Humboldt Union High,McKinleyville High,40.956198,-124.110316,1300 Murray Rd.,McKinleyville,CA,95519-3503,place,n,,
School,14493,Humboldt,Southern Humboldt Joint Unified,Casterlin High,40.241157,-123.623342,24790 Alderpoint Rd.,Blocksburg,CA,95514-9308,other,n,,
School,06369,Humboldt,Southern Humboldt Joint Unified,South Fork High,40.23697,-123.82416,6831 Avenue of the Giants,Miranda,CA,95553-0188,other,n,,
School,00524,Imperial,Brawley Union High,Brawley Union High,32.982858,-115.534914,480 North Imperial Ave.,Brawley,CA,92227-1625,place,n,,
School,00634,Imperial,Calexico Unified,Calexico High,32.676996,-115.487156,1030 Encinas Ave.,Calexico,CA,92231-2560,place,n,,
School,00643,Imperial,Calipatria Unified,Calipatria High,33.125676,-115.525952,601 West Main St.,Calipatria,CA,92233-9787,place,n,,
School,00771,Imperial,Central Union High,Central Union High,32.789682,-115.56357,1001 Brighton Ave.,El Centro,CA,92243-3110,other,n,,
School,04486,Imperial,Central Union High,Southwest High,32.777331,-115.578382,2001 Ocotillo Dr.,El Centro,CA,92243-9451,other,n,,
School,02243,Imperial,Imperial Unified,Imperial High,32.847544,-115.575081,517 West Barioni Blvd.,Imperial,CA,92251-1452,place,n,,
School,05931,Imperial,San Pasqual Valley Unified,San Pasqual Valley High,32.752005,-114.598868,"Rt.1, 676 Baseline Rd.",Winterhaven,CA,92283,place,y,,
School,00480,Inyo,Big Pine Unified,Big Pine High,37.161792,-118.288987,500 South Main St.,Big Pine,CA,93513-0908,place,n,,
School,00491,Inyo,Bishop Unified,Bishop Union High,37.363134,-118.398277,301 North Fowler St.,Bishop,CA,93514-2609,place,n,,
School,07096,Inyo,Death Valley Unified,Death Valley High Academy,35.976161,-116.271006,Old State Highway 127,Shoshone,CA,92384,place,n,,
School,02693,Inyo,Lone Pine Unified,Lone Pine High,36.602319,-118.061632,538 South Main St.,Lone Pine,CA,93545,place,n,,
School,04500,Inyo,Owens Valley Unified,Owens Valley High,36.802526,-118.196671,202 South Clay St.,Independence,CA,93526,person,n,explorer,
School,11206,Kern,Delano Joint Union High,Cesar E. Chavez High,35.768627,-119.223108,800 Browning Rd.,Delano,CA,93215-9494,person,y,activist,
School,01206,Kern,Delano Joint Union High,Delano High,35.775908,-119.240431,1331 Cecil Ave.,Delano,CA,93215-1410,place,n,,
School,12157,Kern,Delano Joint Union High,Robert F. Kennedy High,35.773168,-119.267393,1401 Hiett Ave.,Delano,CA,93215,person,n,politician,
School,04544,Kern,El Tejon Unified,Frazier Mountain High,34.80689,-118.885104,700 Falcon Way,Lebec,CA,93243-0876,place,n,,
School,02339,Kern,Kern High,Arvin High,35.216405,-118.834806,900 Varsity Rd.,Arvin,CA,93203-2421,place,n,,
School,02340,Kern,Kern High,Bakersfield High,35.369211,-119.022453,1241 G St.,Bakersfield,CA,93301-5173,place,n,,
School,02041,Kern,Kern High,Centennial High,35.399752,-119.098258,8601 Hageman Rd.,Bakersfield,CA,93312-3957,other,n,,
School,14605,Kern,Kern High,Del Oro High,35.295913,-118.985383,1750 East Panama Ln.,Bakersfield,CA,93307,other,y,,
School,02343,Kern,Kern High,East Bakersfield High,35.379596,-118.966293,2200 Quincy St.,Bakersfield,CA,93306-4036,place,n,,
School,02344,Kern,Kern High,Foothill High,35.365338,-118.918572,501 Park Dr.,Bakersfield,CA,93306-6017,place,n,,
School,11601,Kern,Kern High,Frontier High,35.418006,-119.145504,6401 Allen Rd.,Bakersfield,CA,93314-9250,other,n,,
School,11297,Kern,Kern High,Golden Valley High,35.281222,-119.010058,801 Hosking Ave.,Bakersfield,CA,93307-5818,other,n,,
School,02345,Kern,Kern High,Highland High,35.399223,-118.931041,2900 Royal Scots Way,Bakersfield,CA,93306-2819,place,n,,
School,12132,Kern,Kern High,Independence High,35.284547,-119.109903,8001 Old River Rd.,Bakersfield,CA,93311-9752,other,n,,
School,02347,Kern,Kern High,Kern Valley High,35.610134,-118.465525,3340 Erskine Creek Rd.,Lake Isabella,CA,93240-9609,other,n,,
School,07994,Kern,Kern High,Liberty High,35.363215,-119.12796,925 Jewetta Ave.,Bakersfield,CA,93312-4683,other,n,,
School,12155,Kern,Kern High,Mira Monte High,35.338758,-118.932018,1800 South Fairfax Rd.,Bakersfield,CA,93307-8520,place,y,,
School,02350,Kern,Kern High,North High,35.428133,-119.026069,300 Galaxy Ave.,Bakersfield,CA,93308-1722,other,n,,
School,03116,Kern,Kern High,Ridgeview High,35.27747,-119.056792,8501 Stine Rd.,Bakersfield,CA,93313-9782,other,n,,
School,02352,Kern,Kern High,Shafter High,35.507559,-119.269229,526 Mannel Ave.,Shafter,CA,93263-1810,place,n,,
School,02353,Kern,Kern High,South High,35.324853,-119.014626,1101 Planz Rd.,Bakersfield,CA,93304-6150,other,n,,
School,10223,Kern,Kern High,Stockdale High,35.329166,-119.127788,2800 Buena Vista Rd.,Bakersfield,CA,93311-9791,place,n,,
School,02356,Kern,Kern High,West High,35.344286,-119.060992,1200 New Stine Rd.,Bakersfield,CA,93309-3534,other,n,,
School,03597,Kern,Maricopa Unified,Maricopa High,35.055057,-119.402741,955 Stanislaus St.,Maricopa,CA,93252-8231,place,n,,
School,07315,Kern,McFarland Unified,McFarland High School Early College,35.673215,-119.230791,259 West Sherwood Ave.,McFarland,CA,93250-1519,place,n,,
School,12107,Kern,Mojave Unified,California City High,35.137844,-117.975483,8567 Raven Way,California City,CA,93505-1971,place,n,,
School,03994,Kern,Muroc Joint Unified,Boron Junior-Senior High,35.004586,-117.65196,26831 Prospect St.,Boron,CA,93516-1539,place,n,,
School,03995,Kern,Muroc Joint Unified,Desert Junior-Senior High,34.924177,-117.943225,1575 Payne Ave.,Edwards,CA,93523-1301,place,n,,
School,06232,Kern,Sierra Sands Unified,Sherman E. Burroughs High,35.635406,-117.658825,500 East French Ave.,Ridgecrest,CA,93555-3832,person,n,service member,
School,06374,Kern,Southern Kern Unified,Rosamond High Early College Campus,34.864163,-118.184024,2925 Rosamond Blvd.,Rosamond,CA,93560-0640,place,n,,
School,06511,Kern,Taft Union High,Taft Union High,35.146483,-119.460332,701 Wildcat Way,Taft,CA,93268-2319,place,n,,
School,06529,Kern,Tehachapi Unified,Tehachapi High,35.125263,-118.43214,801 South Dennison Rd.,Tehachapi,CA,93561-1524,place,n,,
School,06849,Kern,Wasco Union High,Wasco High,35.594325,-119.347105,1900 Seventh St.,Wasco,CA,93280-0250,place,n,,
School,01035,Kings,Corcoran Joint Unified,Corcoran High,36.097725,-119.567542,1100 Letts Ave.,Corcoran,CA,93212-2520,place,n,,
School,02085,Kings,Hanford Joint Union High,Hanford High,36.342689,-119.644346,120 East Grangeville Blvd.,Hanford,CA,93230-3067,place,n,,
School,07506,Kings,Hanford Joint Union High,Hanford West High,36.328198,-119.661022,1150 West Lacey Blvd.,Hanford,CA,93230-3575,place,n,,
School,12317,Kings,Hanford Joint Union High,Sierra Pacific High,36.33721,-119.689938,1259 North 13th Ave.,Hanford,CA,93230-9219,other,n,,
School,02561,Kings,Lemoore Union High,Lemoore High,36.298288,-119.779456,101 East Bush St.,Lemoore,CA,93245-3601,place,n,,
School,07335,Kings,Reef-Sunset Unified,Avenal High,36.008947,-120.12958,601 Mariposa St.,Avenal,CA,93204-1413,place,n,,
School,02325,Lake,Kelseyville Unified,Kelseyville High,38.972481,-122.830181,5480 Main St.,Kelseyville,CA,95451-8943,place,n,,
School,02401,Lake,Konocti Unified,Lower Lake High,38.914767,-122.607784,9430 A Lake St.,Lower Lake,CA,95457-0799,place,n,,
School,03708,Lake,Middletown Unified,Middletown High,38.761807,-122.617193,20932 Big Canyon Rd.,Middletown,CA,95461-0338,place,n,,
School,06696,Lake,Upper Lake Unified,Upper Lake High,39.164975,-122.902685,675 Clover Valley Rd.,Upper Lake,CA,95485-9220,place,n,,
School,00482,Lassen,Big Valley Joint Unified,Big Valley Jr. Sr. High,41.121625,-121.139434,400 Bridge St.,Bieber,CA,96009-0157,other,n,,
School,09065,Lassen,Fort Sage Unified,Herlong High,40.143939,-120.134654,200 DS Hall,Herlong,CA,96113,place,n,,
School,02532,Lassen,Lassen Union High,Lassen High,40.417291,-120.656652,1110 Main St.,Susanville,CA,96130-4421,person,n,explorer,
School,06924,Lassen,Westwood Unified,Westwood High,40.304139,-121.008125,Fourth and Greenwood Sts.,Westwood,CA,96137-1510,place,n,,
School,00010,Los Angeles,ABC Unified,Cerritos High,33.865464,-118.064791,12500 East 183rd St.,Cerritos,CA,90703-8450,place,y,,
School,00014,Los Angeles,ABC Unified,Gahr (Richard) High,33.873114,-118.097252,11111 Artesia Blvd.,Cerritos,CA,90703-2533,person,n,school leadership,
School,00029,Los Angeles,ABC Unified,Whitney (Gretchen) High,33.878999,-118.055114,16800 Shoemaker Ave.,Cerritos,CA,90703-1244,person,n,school leadership,
School,03278,Los Angeles,Acton-Agua Dulce Unified,Vasquez High,34.49362,-118.21611,33630 Red Rover Mine Rd.,Acton,CA,93510-1641,other,y,,
School,10929,Los Angeles,Alhambra Unified,Alhambra High,34.095262,-118.129706,101 South Second St.,Alhambra,CA,91801-3716,place,n,,
School,10930,Los Angeles,Alhambra Unified,Mark Keppel High,34.069864,-118.11535,501 East Hellman Ave.,Alhambra,CA,91801-5716,person,n,school leadership,
School,10931,Los Angeles,Alhambra Unified,San Gabriel High,34.092839,-118.110073,801 South Ramona St.,San Gabriel,CA,91776-2342,place,y,,
School,10823,Los Angeles,Antelope Valley Union High,Eastside High,34.682501,-118.073252,3200 East Ave. J-8,Lancaster,CA,93535-5827,other,n,,
School,04582,Los Angeles,Antelope Valley Union High,Lancaster High,34.694853,-118.188352,44701 32nd St. West,Lancaster,CA,93536-7023,place,n,,
School,09516,Los Angeles,Antelope Valley Union High,Littlerock High,34.572721,-117.935954,10833 East Avenue R,Littlerock,CA,93543-4106,place,n,,
School,00205,Los Angeles,Antelope Valley Union High,Palmdale High,34.572775,-118.091943,2137 East Avenue R,Palmdale,CA,93550-5415,place,n,,
School,00206,Los Angeles,Antelope Valley Union High,Quartz Hill High,34.660109,-118.240034,6040 West Avenue L,Quartz Hill,CA,93536-4501,place,n,,
School,11346,Los Angeles,Antelope Valley Union High,William J. (Pete) Knight High,34.56145,-118.008287,37423 70th St. East,Palmdale,CA,93552-4800,person,n,politician,
School,00223,Los Angeles,Arcadia Unified,Arcadia High,34.130636,-118.03865,180 Campus Dr.,Arcadia,CA,91007-6958,place,n,,
School,00268,Los Angeles,Azusa Unified,Azusa High,34.125392,-117.899365,240 North Cerritos Ave.,Azusa,CA,91702-3733,place,n,,
School,00324,Los Angeles,Baldwin Park Unified,Baldwin Park High,34.083315,-117.949953,3900 North Puente Ave.,Baldwin Park,CA,91706-4428,place,n,,
School,00338,Los Angeles,Baldwin Park Unified,Sierra Vista High,34.076695,-117.980532,3600 North Frazier St.,Baldwin Park,CA,91706-3897,place,y,,
School,00371,Los Angeles,Bassett Unified,Bassett Senior High,34.051475,-117.976423,755 Ardilla Ave.,La Puente,CA,91746-2163,person,n,landowner,
School,00396,Los Angeles,Bellflower Unified,Bellflower High,33.894402,-118.113102,15301 South McNab Ave.,Bellflower,CA,90706-4101,place,n,,
School,00402,Los Angeles,Bellflower Unified,Mayfair High,33.86367,-118.117143,6000 North Woodruff Ave.,Lakewood,CA,90713-1124,place,n,,
School,00471,Los Angeles,Beverly Hills Unified,Beverly Hills High,34.06208,-118.410577,241 Moreno Dr.,Beverly Hills,CA,90212-3639,place,n,,
School,00505,Los Angeles,Bonita Unified,Bonita High,34.107804,-117.767298,3102 D St.,La Verne,CA,91750-4023,place,y,,
School,00514,Los Angeles,Bonita Unified,San Dimas High,34.099307,-117.822931,800 West Covina Blvd.,San Dimas,CA,91773-1473,place,y,,
